uData	0x67c020
D3DSTENCILOP_INCRSAT	0x11f030
D3DSTENCILOP_REPLACE	0x11f030
D3DSTENCILOP_ZERO	0x11f030
D3DSTENCILOP_KEEP	0x11f030
D3DMCS_MATERIAL	0x11f0a0
D3DMCS_COLOR1	0x11f0a0
D3DMCS_COLOR2	0x11f0a0
D3DVBF_TWEENING	0x11f0d0
D3DVBF_0WEIGHTS	0x11f0d0
D3DVBF_3WEIGHTS	0x11f0d0
D3DVBF_DISABLE	0x11f0d0
D3DVBF_1WEIGHTS	0x11f0d0
D3DVBF_2WEIGHTS	0x11f0d0
D3DPATCHEDGE_DISCRETE	0x11f120
D3DPATCHEDGE_CONTINUOUS	0x11f120
D3DDMT_ENABLE	0x11f140
D3DDMT_DISABLE	0x11f140
D3DBLENDOP_MAX	0x11f160
D3DBLENDOP_MIN	0x11f160
D3DBLENDOP_REVSUBTRACT	0x11f160
D3DBLENDOP_SUBTRACT	0x11f160
D3DBLENDOP_ADD	0x11f160
A thread held onto DirectX for more than 20000msec.	0x11f520
D3DFMT_DXT5	0x11fe20
D3DFMT_UYVY	0x11fe20
D3DFMT_DXT4	0x11fe20
D3DFMT_DXT2	0x11fe20
D3DFMT_YUY2	0x11fe20
D3DFMT_DXT3	0x11fe20
D3DFMT_DXT1	0x11fe20
D3DFMT_D24X4S4	0x11fe20
D3DFMT_D24X8	0x11fe20
D3DFMT_D16	0x11fe20
D3DFMT_D24S8	0x11fe20
D3DFMT_D15S1	0x11fe20
D3DFMT_D32	0x11fe20
D3DFMT_D16_LOCKABLE	0x11fe20
D3DFMT_V16U16	0x11fe20
D3DFMT_Q8W8V8U8	0x11fe20
D3DFMT_X8L8V8U8	0x11fe20
D3DFMT_L6V5U5	0x11fe20
D3DFMT_V8U8	0x11fe20
D3DFMT_A4L4	0x11fe20
D3DFMT_A8L8	0x11fe20
D3DFMT_A8P8	0x11fe20
D3DFMT_X4R4G4B4	0x11fe20
D3DFMT_A8R3G3B2	0x11fe20
D3DFMT_R3G3B2	0x11fe20
D3DFMT_X1R5G5B5	0x11fe20
D3DFMT_X8R8G8B8	0x11fe20
D3DFMT_P8	0x11fe20
D3DFMT_A8	0x11fe20
D3DFMT_L8	0x11fe20
D3DFMT_R5G6B5	0x11fe20
D3DFMT_A1R5G5B5	0x11fe20
D3DFMT_A4R4G4B4	0x11fe20
D3DFMT_R8G8B8	0x11fe20
D3DFMT_A8R8G8B8	0x11fe20
Unknown	0x12bde0,0x62b16a,0x11fe20
D3DTSS_TCI_CAMERASPACEREFLECTIONVECTOR|%d	0x120b90
D3DTSS_TCI_CAMERASPACEPOSITION|%d	0x120b90
D3DTSS_TCI_CAMERASPACENORMAL|%d	0x120b90
|D3DCOLORWRITEENABLE_ALPHA	0x121a10
|D3DCOLORWRITEENABLE_BLUE	0x123170,0x121a10
|D3DCOLORWRITEENABLE_GREEN	0x123170,0x121a10
|D3DCOLORWRITEENABLE_RED	0x123170,0x121a10
|D3DWRAP_W	0x121a10
|D3DWRAP_V	0x121a10
|D3DWRAP_U	0x121a10
FALSE	0x6bef80,0x2f2b88,0x2904dc,0x2f6f90,0x2f52a7,0x4aa4fe,0x26872b,0x66f380,0x34ed7b,0x34e084,0x34e3a5,0x34e5b5,0x34def8,0x123170,0x121a10,0x344138
NVIDIA NVPerfHUD	0x1246c0
%d.%d.%d.%d	0x655790,0x124890
D3DPERF_SetOptions	0x125620
D3DPERF_SetMarker	0x125620
D3DPERF_EndEvent	0x125620
D3DPERF_BeginEvent	0x125620
D3DPERF_GetStatus	0x125620
Direct3DCreate9	0x125620
D3D9.DLL	0x125620
 * = thumbnail used 	0x129e50
percent    = savings of reduction system, in percents 	0x129e50
(w/o red)     = size of reduction not used 	0x129e50
size          = amount of memory needed for texture 	0x129e50
red         = texture reduction factor 	0x129e50
changes    = # of times texture change needed - BAD IF HIGH! 	0x129e50
refs          = # of times texture is used when rendering 	0x129e50
 id              = id of texture. Use with command 'flash_texture [id]' 	0x129e50
N/A  	0x129e50
%4.4dkb         	0x129e50
%4.4d  %3.3d   %3.3d     %s 	0x129e50
Set_DX8_Texture count: %d actual changes: %d  id      refs changes  size      name -------------------------------------- 	0x129e50
Bumpmap luminance support: %s  	0x12b440
Bumpmap support: %s  	0x12b440
Texture compression support: %s  	0x12b4e0
Vertex shader version: %d.%d, pixel shader version: %d.%d  	0x12b550
Driver version status: Good  	0x12b5b0
Driver version status: OK (No known problems)  	0x12b5b0
Driver version status: Bad (Driver update recommended)  	0x12b5b0
Driver version status: Unknown  	0x12b5b0
pmx2hal.dll	0x12b5b0
ati3drai.dll	0x12b5b0
atid32ae.dll	0x12b5b0
ati2dvag.dll	0x12b5b0
v66_disp.dll	0x12b5b0
egliid.dll	0x12b5b0
egdad.dll	0x12b5b0
nvdd32.dll	0x12b5b0
nv4_disp.dll	0x12b5b0
nv4.dll	0x12b5b0
Disabling multitexturing on S3 Savage 2000  	0x12b9b0
Maximum screen resolution limited to 1024 x 768 on S3 Savage 4 cards  	0x12b9b0
Maximum screen resolution limited to 1280 x 1024 on PowerVR Kyro cards  	0x12b9b0
Disabling render-to-texture on Voodoo3  	0x12b9b0
Maximum screen resolution limited to 1280 x 1024 on Voodoo2/Voodoo3/Banshee  	0x12b9b0
Disabling multitexturing on Voodoo2/Voodoo3/Banshee  	0x12b9b0
Disabling anisotropic filtering on Radeon VE  	0x12b9b0
Disabling render-to-texture on Radeon  	0x12b9b0
ModAlphaAddClr disabled ATI Rage 128 cards (cannot put texture in 2nd arg)  	0x12b9b0
Maximum screen resolution limited to 1280 x 1024 on ATI Rage 128 cards  	0x12b9b0
Disabling render-to-texture on ATI Rage 128 Pro GL  	0x12b9b0
Disabling render-to-texture on Rage Pro  	0x12b9b0
Disabling multitexturing on ATI Rage Pro  	0x12b9b0
ModAlphaAddClr disabled Matrox G400 and G550 cards (cannot put texture in 2nd arg)  	0x12b9b0
Disabling DXT1 support on NVidia hardware.  	0x12b9b0
NVidia Driver reported N-Patch support, disabling.  	0x12b9b0
Max textures per pass: %d  	0x12bde0
Anisotropic filtering support: %s  	0x12bde0
Dot3 support: %s  	0x12bde0
ModAlphaAddClr support: %s  	0x12bde0
Gamma support: %s  	0x12bde0
ZBias support: %s  	0x12bde0
NPatch support: %s  	0x12bde0
Hardware T&L support: %s  	0x12bde0
GUID = {0x%x, 0x%x, 0x%x}, {0x%2.2x, 0x%2.2x, 0x%2.2x, 0x%2.2x, 0x%2.2x, 0x%2.2x, 0x%2.2x, 0x%2.2x}  	0x12bde0
Revision: %d  	0x12bde0
SubSys id: 0x%x  	0x12bde0
Device id: 0x%x  	0x12bde0
Vendor id: 0x%x  	0x12bde0
Type of chip: 	0x12bde0
Video Card Chip Vendor: %s  	0x12bde0
Product=%d, Version=%d, SubVersion=%d, Build=%d  	0x12bde0
Driver: %s  	0x12bde0
Video Card: %s  	0x12bde0
assetCacheBuilder.exe	0x12c889
TextureAssetBuilder.exe	0x12c907
ShaderAssetBuilder.exe	0x12c99d
[Args] %s	0x13dd10
MeshDX8Render	0x143630,0x143770
(unnamed)	0x143630,0x143770
Rendering mesh DX8Render 	0x143630
Rendering sorted mesh DX8Render 	0x143770
#%s#%s	0x14c470
HouseColorTexture	0x14c470
HouseColorEnable	0x14c470
NumShadows	0x14fac2
PointLight	0x14fac2
NumPointLights	0x14fac2
DirectionalLight	0x14fac2
NumDirectionalLights	0x14fac2
AmbientLight	0x14fac2
NumAmbientLights	0x14fac2
Camera	0x14fac2
InverseTranspose	0x14fc48
Inverse	0x14fc48
NearFarClipping	0x14fcc6
Projection	0x14fcc6
WorldToView	0x14fcc6
Direction	0x14fe33
Range	0x14feb8
Position	0x47414d,0x14feb8
Zero_Zero_OneOverMapSize_OneOverMapSize	0x14ff57
WorldToShadow	0x14ff57
MeshToJointToProjection	0x14fff6
MeshToJointToView	0x14fff6
MeshToJointToWorld	0x14fff6
NumJointsPerVertex	0x14fff6
NumJoints	0x14fff6
WW3DDynamicSet	0x1535ff
Generals	0x154630
MeshMatDescClass::MaterialArray	0x15b700
MeshMatDescClass::FXShaderArray	0x15b7a0
MeshMatDescClass::TextureArray	0x15d360
MeshMatDescClass::ShaderArray	0x15d450
RootTransform	0x1666d0
MeshGeometryClass::VertexBinormals	0x16a320
MeshGeometryClass::VertexTangents	0x16a320
MeshGeometryClass::VertexNorm	0x16aae0,0x16a320
MeshGeometryClass::Vertex	0x16ae70,0x16a320
MeshGeometryClass::Poly	0x16a320
 is not a valid shadow caster, it may contain T-junctions or not be closed. Shadow bugs are more than likely.	0x16e450
 contains at least one triangle that doesn't share an edge with another triangle. Shadow bugs will occur.	0x16e450
 shares an edge with more than two triangles, this will cause shadow bugs.	0x16e450
Geometry for model 	0x16e450
avi write error %x/%d 	0x1767d0
VScale	0x1821a0
UScale	0x1821a0
VCenter	0x1826d0
UCenter	0x1826d0
VPhase	0x182a30
VFreq	0x182a30
UPhase	0x182a30
UFreq	0x182a30
ClampFix	0x182d30,0x184170
VStep	0x182d30
UStep	0x182d30
Period	0x1830d0
VPerSec	0x1830d0,0x183410,0x1867a0,0x184170
UPerSec	0x1830d0,0x1867a0,0x184170
UseReflect	0x183410
VStart	0x183410
VOffset	0x184170
UOffset	0x184170
Log2Width	0x184350
BumpScale	0x1869b0
BumpRotation	0x1869b0
 %8d %8d %6d %6d %6d %s 	0x187d40
MeshModelClass::DefMatDesc::TextureArray	0x189cd0
OpacityOverride	0x18bf25
IsRenderingOverbright	0x18bf25
RangeEnd	0x18bfce
RangeStart	0x18bfce
BOUNDINGBOX	0x19db50
ParticleEmitter	0x1a1070
ParticleBufferClass::Diffuse	0x1a8630
ParticleBufferClass::Color	0x1a89e0,0x1ad1b0
ParticleBufferClass::Position	0x1ac860
ParticleBufferClass::TailPosition	0x1ac860
ParticleBufferClass	0x1ac860
ParticleBufferClass::TailDiffuse	0x1af060
%8d %8d %8d  	0x1b60e0
badframes.stt	0x1b60e0
F:%d G:%d Q:%d S:%d B: %d W:%d H:%d V:%d Decode:%8d, Blit:%8d, PP:%8d, P:%d	0x1bb5f0
AuthenticAMD	0x611b00,0x1d5470
GenuineIntel	0x611b00,0x1d5470
Armor	0x3f777f
Decay	0x285fa9
Priority	0x418f7d,0x1f3d2e
Slider:slidername expected after VolumeSliderMultiplier	0x1d9e91
Multiplier:number expected after VolumeSliderMultiplier = Slider:slidername	0x1d9e91
Multiplier	0x1d9e91
Slider	0x1d9e91
Transition	0x2db0db,0x2dafec
TAUNT	0x4dc696
SAVE_VIEW2	0x1db3fe
SAVE_VIEW1	0x1db3fe
Meta map entry for '%s' not found	0x1db5a2
Game message meta type for '%s' not found	0x1db5a2
TheDrawGroupInfo==NULL	0x1dcc9f
Sound	0x706a40
Cannot override MiscEvaData entries	0x1dcfe5
Expected a recognized Eva event name or 'None'; got '%s'	0x1de9c4
EVA_INVALID	0x1deb8a
Lifetime	0x1f3d2e
Shader	0x1f3d2e
InitialDelay	0x338e52,0x1f3d2e
Height	0x33a49b,0x6c01b0
BurstCount	0x1f3d2e
m_cullTrackingMin == 0 in FXList::parseCullingInfo	0x1dfd57
bad colon spacing, or unexpected token in FXList::parseCullingInfo	0x1dfd57
m_cullTrackingMax == 0 in FXList::parseCullingInfo	0x1dfd57
CullAllAbove	0x1dfd57
StartCullingAbove	0x1dfd57
TrackingSeconds	0x1dfd57
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameClient\FXList.cpp	0x1e2ef1
OBSTACLE	0x2aa2f9
RIF: Locomotor reloaded	0x1e51ac
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\Object\Locomotor.cpp	0x1e546b
Attempted to specify a locomotor for object %s without an AIUpdate block.	0x1ea2cf
Condition	0x3b428c
%s\%s	0x6ca540,0x6c8a40,0x600c34,0x600d7d,0x600e3a
Language	0x6c9300,0x6691c0
Campaign missions must have a Map. %s does not	0x1eb329
Normal	0x1ef291
Object	0x2dcf6c
FadeOut	0x57a7ce,0x5f9330,0x5fc02a,0x528389,0x5ed411
FadeIn	0x57a805,0x528349
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\Object\ObjectCreationList.cpp	0x1f0247
Weapon	0x2dcf6c,0x3f777f
LifetimeUpdate	0x4c167e
EmissionVolumeInfo	0x1f354a
EmissionVelocityInfo	0x1f35bf
WindModuleInfo	0x1f35d9
ShroudEmitter	0x1f3d2e
UseMaximumHeight	0x1f3d2e
IsParticleUpTowardsEmitter	0x1f3d2e
IsEmitAboveGroundOnly	0x1f3d2e
IsGroundAligned	0x1f3d2e
BurstDelay	0x1f3d2e
StartSizeRate	0x1f3d2e
SortLevel	0x1f3d2e
SystemLifetime	0x1f3d2e
PerParticleAttachedSystem	0x1f3d2e
SlavePosOffset	0x1f3d2e
SlaveSystem	0x1f3d2e
ParticleName	0x1f3d2e
IsOneShot	0x1f3d2e
Update	0x1f4a90
Physics	0x1f4a90
Reflected	0x1f69b1
ShaderType	0x1f69b1
TimeKeys	0x1f69b1
ColorScale	0x1f69b1
ColorKeys	0x1f69b1
SpeedMultiplier	0x1f69b1
TextureLayout	0x1f69b1
DetailTexture	0x1f69b1
VelocityDamping	0x1f73d5
DriftVelocity	0x1f73d5
Gravity	0x1f73d5
zRotationDamping	0x1f7740
zRotationRate	0x1f7740
zRotation	0x1f7740
xyRotationDamping	0x1f7740
xyRotationRate	0x1f7740
xyRotation	0x1f7740
SizeRateDamping	0x1f7740
SizeRate	0x1f7740
Use the Pause menu to RESTART at any time..	0x1fd5b2
Reloaded PlayerTemplates require a map RESTART.	0x1fd5b2
Dwarves	0x200157
PlayerTemplate	0x43eb1d
Science name %s not known! (Did you define it in Science.ini?)	0x1ff65d
duplicate science %s! 	0x1fff3a
Mordor	0x200157
Isengard	0x200157
Elves	0x33a3f4,0x200157
Ranks must increase monotonically	0x20038e
Rank not found in map.ini	0x20038e
%s %s 	0x200a01
Custom	0x51904f
VeryLow	0x2025ac
invalid GameLODLevel token %s -- expected LOW/MEDIUM/HIGH	0x2025ac
GameLODManager::getAudioLODIndex - Invalid LOD name '	0x202c76
Resolution	0x2e4aa1
%d %d	0x5b295c,0x5b57c6
LivingWorldPlayerID	0x2034c4
RunAppFast	0x203b47
CanAppContinue	0x203b47,0x204806
SetTheSidesList	0x203c21
SetFrameNumber	0x204094
AdjustVariable	0x2054ff
AdjustVariableAndPause	0x2054ff
%d (%0.2f secs)	0x2054ff
Attempting to use an undefined attack priority - '	0x205ddd
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\ScriptEngine\ScriptEngine.cpp	0x209144,0x2094cb
List must be empty on load	0x331f2d,0x36abaf,0x2ac1a9,0x460216,0x206861,0x206923,0x2069f0,0x206b02
std::list	0x331f2d,0x36abaf,0x2ac1a9,0x460216,0x206861,0x206923,0x2069f0,0x206b02
ScriptAction	0x3b5994
Data\INI\LargeGroupAudio.ini	0x20da21
_available	0x215ea4
_engaging	0x215ea4
_waiting	0x215ea4
_disabled	0x57baf8,0x57a961,0x5f92d5,0x5f921f,0x5f927a,0x579435,0x5fff62,0x5fd6d2,0x5fd677,0x5fd72d,0x215ea4
DeleteBanner	0x216621
SetBannerXOffset	0x216670
BannerMen	0x216f3b
%s is not a valid statInfo in CreateAHeroSystem.ini.	0x219453
%s has not been set in CreateAHeroSystem.ini.	0x219453
_level%d	0x6ff980,0x4128bb,0x222481
HideFrontEndBackground	0x222f55
HideInGameBackground	0x222f55
ShowFrontEndBackground	0x2233a6
ShowInGameBackground	0x2233a6
 for:	0x2239fa
Unable to find image:	0x2239fa
fscommand	0x223e4b
extern	0x223e4b
Messenger.apt	0x5116c2
 -bigmemorysentinals	0x2253c2
 -poolbigblocks	0x2253c2
--zerofillmemory	0x2253c2
-zerofillmemory	0x2253c2
World	0x3f005f
-%i.exe	0x225f81
_EA_RTS_FILENAME=	0x225f81
_EA_RTS_HEADLESS=%i	0x225f81
Uncaught Exception in GameEngine::update	0x22d53f
  Uncaught INI exception in GameEngine::update	0x22d488
Uncaught Exception during initialization.	0x230412
  Uncaught INI exception during initialization.	0x23039b
ERROR:D3DFailureMessage	0x230215
ERROR:D3DFailurePrompt	0x230215
_EA_RTS_HEADLESS	0x35c7cf,0x44a9e6,0x449baa
logicrandom = %i (%s, %i) 	0x233ff4
logicrandom = %f (%s, %i) 	0x234092
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\Common\RandomValue.cpp	0x2341a1,0x234206
Version	0x6c9300
MapPackVersion	0x6c9300
FirewallPortAllocationDelta	0x2e4874
FirewallPortOverride	0x2e48ce
FirewallBehavior	0x2e4815
%s %s	0x699470,0x699540
drawables	0x238ff3
EALogoMovie	0x239539
MainMenu.apt	0x35c7cf
HasSeenLogoMovies	0x2e498f
Full,TotalVerts/Skin/Sort,Less Fill,NoParticles,No Spawn-NoPart,Logic,Thing,Model,Kind,Side,DrawCalls All,DrawCalls NoPart-NoSpawn,DrawCalls NoSpawn 	0x23d494
TimingLog	0x23d494
StillImage_Film%02d	0x23d614
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\System\GameLogic.cpp	0x23d614
ReplayObserver	0x3bc3a8
GUI:Error	0x2dd6d2,0x2dd7bb,0x40997e
Player_%d_Start	0x24822b
fatal error! sleepy update module index mismatch. 	0x24297f
Other	0x6691c0
GUI:Observer	0x3ffbb4
GUI:Random	0x3ffbb4
LAN:ErrorUnknown	0x249445,0x248ec3
WOL:ChatErrorSerialDup	0x248ec3
LAN:ErrorBusy	0x249445,0x248ec3
LAN:ErrorGameGone	0x248ec3
LAN:ErrorGameExists	0x249445,0x248ec3
LAN:ErrorGameStarted	0x248ec3
LAN:ErrorCRCMismatch	0x248ec3
LAN:ErrorDuplicateName	0x248ec3
LAN:ErrorGameFull	0x248ec3
LAN:ErrorTimeout	0x248ec3
LAN:OK	0x248ec3
Menus/LanGameOptionsMenu.wnd	0x249445
Handicap	0x43eb1d
Selectable	0x3c4c07
RadarUpdate	0x4b488f
StancesBehavior	0x45ee2c
Avg frame time %4.4f 	0x25cf2a,0x25c4f3
Invalid Subtitle alignment!	0x25ff8f
Unrecognized SubTitleRenderState!	0x2602da
AVOID_SCARER	0x4dc6cc
BACK_AWAY	0x4dc6cc
CHEER	0x4dc696
LEADERSHIP	0x3182f3
FIRING_OR_PREATTACK_B	0x4c40ba
FIRING_OR_PREATTACK_A	0x4c40ba
ATTACKING	0x4c40ba
FRONTCRUSHED	0xb42ca
TOPPLED	0xb42ca
CritterDesync: requestAttackPath1-- m_requestedDestination changing from %g,%g,%g to %g,%g,%g	0x263a39
CritterDesync: requestApproachPath1 -- m_requestedDestination changing from %g,%g,%g to %g,%g,%g	0x263b33
CritterDesync: requestMeleeApproachPath1 -- m_requestedDestination changing from %g,%g,%g to %g,%g,%g	0x263c06
-- m_requestedDestination changing from %g,%g,%g to %g,%g,%g	0x263ea2
CritterDesync: requestSafePath 'I don't believe this line accomplishes anything' 	0x263ea2
CritterDesync:  Returning false because !m_path	0x265e0b
CritterDesync:  Returning true because m_path	0x265e0b
CritterDesync:  bblah7	0x265e0b
CritterDesync:  There isn't a theNewPath	0x265e0b
CritterDesync:  bblah6	0x265e0b
CritterDesync:  bblah5	0x265e0b
CritterDesync:  bblah4	0x265e0b
CritterDesync:  bblah3	0x265e0b
CritterDesync:  bblah2	0x265e0b
CritterDesync:  bblah1	0x265e0b
CritterDesync:  There is a theNewPath	0x265e0b
CritterDesync:  m_retryPath set.	0x265e0b
CritterDesync:  m_isBlockedAndStuck failed check.	0x265e0b
CritterDesync:  m_isBlockedAndStuck check.	0x265e0b
CritterDesync:  theNewPath = NULL;	0x265e0b
CritterDesync:  computeQuickPath4 returned FALSE.	0x265e0b
CritterDesync:  computeQuickPath4 returned TRUE.	0x265e0b
m_path=%s, theNewPath=%s, m_locomotorSet=%s, destination=%g,%g,%g	0x265e0b
CritterDesync:  computeQuickPath3 returned TRUE.	0x265e0b
CritterDesync:  computeQuickPath2 returned FALSE.	0x265e0b
CritterDesync:  computeQuickPath2 returned TRUE.	0x265e0b
CritterDesync:  m_retryPath cleared.	0x265e0b
CritterDesync:  computeQuickPath1 returned FALSE.	0x265e0b
CritterDesync:  computeQuickPath1 returned TRUE.	0x265e0b
CritterDesync:  path destroyed.	0x265e0b
CritterDesync:  return true because of portal.	0x265e0b
VALID	0x34e3a5,0x265e0b
CritterDesync:  Object %s(%d) called AIUpdateInterface::computePath()	0x265e0b
m_path=%s, m_locomotorSet=%s, destination=%g,%g,%g	0x265e0b
CritterDesync: ComputePath43	0x265e0b
        handling contactPointName %s succeeded - result=%g,%g,%g, RETURN TRUE	0x26872b
        end of contactPoints. return FALSE	0x26872b
        handling contactPointName %s failed	0x26872b
        handling contactPointName %s	0x26872b
      AIUpdateInterface::findNearestLabeledContactPointOnTarget BEGIN: Object %s(%d), target %s(%d), workingPos %g,%g,%g, skipCollideTest=%s	0x26872b
CritterDesync: requestPath1-- m_requestedDestination changing from %g,%g,%g to %g,%g,%g	0x26893f
  CritterDesync - Critter %s(%d) set to ignore NOTHING. Was previously ignoring NOTHING	0x268d88
  CritterDesync - Critter %s(%d) set to ignore NOTHING. Was previously ignoring %s(%d)	0x268d88
  CritterDesync - Critter %s(%d) set to ignore %s(%d)	0x268d88
CritterDesync: doPathfind13 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind12 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: ComputePath42 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind11 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind10 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind9 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind8.5 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind8 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind7 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind6 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind5 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind4 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind3 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind2 -- m_requestedDestination=%g,%g,%g	0x269902
CritterDesync: doPathfind1 -- m_requestedDestination=%g,%g,%g	0x269902
Locomotor %s not found! 	0x26e699
re-specifying a LocomotorSet is no longer allowed 	0x26e699
Attempted to specify a locomotor for object %s without an AIUpdate block.	0x26e699
UpgradeStatusType	0x26edc4
GUI:NotEnoughMoneyToUpgrade	0x26f11a
Disabled	0x2abec9
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameClient\Drawable.cpp	0x275dce
B_TORNADO	0x2768ac
ReferenceDisplayName	0x2793af
 is damaged	0x2817f2
Water Grid	0x282021
    TryPosition2 succeeds - i=%d, center=%g,%g,%g, dist=%g, angle=%g, result=%g,%g,%g	0x285202
    TryPosition1 succeeds - i=%d, center=%g,%g,%g, dist=%g, angle=%g, result=%g,%g,%g	0x285202
    TerrainLogic::FindPositionAround() total failure, return FALSE	0x285202
    TryPosition1&2 both failed - i=%d, center=%g,%g,%g, dist=%g, angle=%g	0x285202
    angleSpacing=%g	0x285202
    startAngle=%g	0x285202
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\Map\TerrainLogic.cpp	0x285202
    !extent.isInRegionNoZ, result = center, return true	0x285202
    TerrainLogic::FindPositionAround() center=%g,%g,%g, extent=lo:%g,%g,%g hi:%g,%g,%g	0x285202
TerrainCellType index out of valid range.	0x285fa9
Resistance	0x285fa9
MaxBurnRate	0x285fa9
TerrainCellType index expected.	0x285fa9
RIF: ExperienceLevels reloaded. All units will need to be refreshed.	0x289812
Geometry.getBestContactPoint succeeded, pointOut=%g,%g,%g, return TRUE	0x2904dc
Geometry.getBestContactPoint failed, return FALSE	0x2904dc
      Object::getWorldspaceBestContactPoint() BEGIN: Object %s(%d), callerPos=%g,%g,%g, pref=%d, seed=%d, skipCollideTest=%s	0x2904dc
C:\projects\bfme2patch103\bfme2\Code\GameEngine\Source\GameLogic\Object\Object.cpp	0x2949ae
